,Title,Rating,Description,Website,Address,Phone
95,Amrutam,4,Amrutam is a wellness brand that strongly believes and endorses the idea of Health is Beauty. Amrutam’s recipes have been developed by modifying the ancient wisdom in Vedas & Ayurvedic Principles to suit the needs of a Modern Lifestyle. Amrutam was founded in 2013 by Ashok Gupta who at the time was practising as a Distributor for various herbal medicinal products. Mr Gupta was concerned about the ingredients found in the commercial products which had fewer herbs and more chemicals and preservatives.,https://www.facebook.com/AmrutamOfficial/,"Purani Chhawani, Gwalior, Madhya Pradesh ",7512438190
96,Bath It Up,4.5,"BathItUp is your one stop shop to indulge in a world of beautiful bath and body products. We strive to provide you with beautiful and chic products, from around the world, for your perfect bath experience.",https://www.bathitup.com,"5/32, Basement, Sarvapriya Vihar, New Delhi, Delhi, 110017",011 41645145
97,Isaac Luxe,3.8,"ISAAC was established in 2010 by Geetika Mittal Gupta, in New Delhi as an International skin and Anti Ageing centre providing services in the field Cosmetic Dermatology, Anti Ageing, Body Shaping and Hair Transplant. At ISAAC our aim is to deliver the best results in the most relaxed and professional environment possible, ensuring you have peace of mind every step of the way. That’s what makes us the best at what we do.",https://www.isaacluxe.co/,"Near Modern School, 26, Vasant Vihar Poorvi Marg, Block F, Vasant Vihar, New Delhi, Delhi ",9870385606
98,SkinLab,4.5,"SkinLab by Dr. Jamuna Pai
India's leading skincare and anti-aging clinic. we like to think of ourselves as your skincare mentor – we’ll see you through your first pimple right up to your first wrinkle and beyond. This is probably why we enjoy the distinction of being called India’s foremost skincare providers.
",https://www.skinlab.in/delhi,"E20, First Floor, Ring Road, Defence Colony, Next to Medanta Clinic, New Delhi, Delhi 110024",8080125874
99,Inveda,4.5,"Inveda is a Natural Organic Ayurveda Company deals in beauty products with rich in natural essence. Deriving its essence from infusing in the richness of Ayurveda, Inveda defines beauty in its most natural and purest form, extracted discreetly from the secrets of the age of old Vedas.",https://www.inveda.in/,"395, Shahpur Jat, Siri Fort, New Delhi, Delhi 110049", 011 26499326
100,Zorba the Buddha,4.4,"Zorba the Buddha is one of the largest open faith spiritual centers in the world fostering creative and spiritual growth. It presents a variety of wellness modules in close communion with nature. Zorba also shares its space for your programs.
",http://zorbathebuddha.org,"7, Tropical Drive, Ghitorni, New Delhi, Delhi 110030", 0116565 7265
101,Butter Up by Seema,4,#ButterUpBySeema offers 100% natural skincare products for the socially conscious people. Our products range is pure & handmade with utmost care & love.,http://zorbathebuddha.org,New Delhi,9899108876 
102,The Man Company,4.5,"At The Man Company, we provide all round grooming through premium grooming essentials and knowledge for the soul to the men who are in the continuous evolution of becoming a better version of themselves.",https://www.themancompany.com/,"Office 522-526, Spazedge Towers, Tower B, Sector-47, Gurugram, Haryana 122002",Also Available in: Shipping all over India
103,Makeup Bliss By Amisha Singhal,3.8,"Hi, I am a professional makeup artist from South Delhi,we usually do freelance and open to travel. We specialize in Bridal & Occasional Makeup.
Offered Services: Bridal Makeup, Party makeup, Sagan Makeup, Reception Makeup, Roka Makeup, Makeup for pre-wedding shoots, Fashion shows, events.",https://www.themancompany.com/,"J Pocket, Phase II, Sheikh Sarai, New Delhi, Delhi 110017, India",8375845338
104,Aakriti Kochar Studio ,4.6,"Aakriti Kochar is a bridal makeup artist in Delhi/NCR along with an expert team of professional makeup artists & hairstylists. They provide services for weddings in Delhi, destination weddings all over India and Abroad. She has also been mentioned in the top list for the best makeup artist in Delhi, by leading bloggers in India and magazines.",http://www.aakritikochar.com/,"N Block, Greater Kailash I, New Delhi, Delhi 110048", 099998 77988
105,Sohni Juneja,4.5,"Sohni Juneja full of passion for designing, styling and she is well known for her bridal make-up. Moreover, she understands what works on models for the runways must be translated differently for the everyday woman. So next time when you are planning to be all elegant and stylish you know where you have to knock.",https://sohnijuneja.com/,"R255, Block R, Greater Kailash I, Greater Kailash, New Delhi, Delhi 110048",09999963537
106,Luna Lahkar Dutt,4.5,"Luna Lahkar Dutt will get you all dolled up for your perfect day. She is an amazing and professional make-up artist. If you are looking for occasions like birthday parties, events, video shoots, and party makeovers, choose none other than her. Meet her once and you can't resist getting ready for every occasion with her. ",https://sohnijuneja.com/,+919582355577,
107,"Anchal Kumar, Professional Makeup Artist",4,"Anchal is a professionally trained and experienced International Makeup Artist from Toronto, Canada. She does her magic with just a few layers of makeup so that it looks natural. She does her magic with just a few layers of makeup so that it looks natural. She is available for bookings in India and abroad. ",https://www.anchalkumar.com/?fbclid=IwAR07R2KGQMuzNua3w58S0w5szDzmojw49Ce3a3-NVB5fLIWt3mIxR0wAG3M,"Galleria Market, Gurugram, Haryana 122009",081306 32508
108,Satthwa,3.8,"Satthwa is a premium hair care brand, they believe in “pure to the core”. All products are made from grade A pure ingredients without the use of harmful chemicals. Satthwa has a range of essential oils, hair care oils and shampoo.",https://satthwa.com/,"Office: 303, Whitehouse. Masoodpur. New Delhi (India)",9717470361
109,Isya Aesthetics,4,"Isya's vision is the concept of organic dermatology. They believe in long term solutions, not short-term fixes. You shouldn’t have to keep going to doctor forever. They have the latest, best and most effective lasers technologies and science straight from New York which will give you quick and long-lasting results for all your skin and hair issues.",http://www.isyaderm.com/,E12/7 Vasant Vihar New Delhi 110057,9667377709
110,Decleor India,4.4,"Aromatherapy specialist Decléor offers a range of natural, essential oil based skincare products for face and body.
For more than 40 years, Decléor continues to lead with its visionary approach to beauty, as the trusted expert and innovator in aromatherapy skincare. ",https://www.decleor.com/en/,800 389 0349,
111,The skin project,4.2,"The skin project by Laura Johnson has bespoke treatments including Dermal Fillers, Anti Wrinkle Injections and specialist skin treatments. She aims to educate and enhance skincare routines along with subtle treatments to make people feel fabulous. ",https://theskinproject.blog/home/,07540798705,
112,The Face Shop,4.7,"The face shop is a leading international brand of skincare and makeup products enriched with the benefits of nature from Korea. The brand creates a wide range of skincare, hair care and beauty products.",http://international.thefaceshop.com/brand/index.jsp,,
113,Nitara Ayurveda,3.8,Nitara ayurveda is deeply rooted with ayurvedic wisdom products which are handcrafted with love. Natural skin care & body care cruelty free and paraben free products. The Hand poured scented candles to lighten up the stress by lighting the room.,http://www.nitaraayurveda.com/?fbclid=IwAR3Y8knqN87QkTPupTI97874MKqUzrwweSC9MeekTcPceYwBJr5aOm_Cwm8,"B-1, Model Town, IInd, New Delhi, Delhi 110009, India",099997 12338
114,Humanity cosmetics,4,Humanity cosmetics is grooming brand with Luxury Skin Care for Men. Paraben free and powered by nature dedicated to improving the health of men’s skin.,https://www.humanitycosmetics.com/,,
115,Rooted Objects,4,"Rooted objects is an online store for sustainable and thoughtful objects for modern living. Shop fashion, skincare and home products.",https://rootedobjects.com/,,
116,Scent box,4,Scent box is an online perfume store. High quality French & Oriental perfumes in affordable prices.,https://rootedobjects.com/,,
117,Nuskay,3.8,"Get radiant beauty, with traditions of beauty rituals combined in modern products at 'Nuskay'. Enhance your natural beauty with with their effective products.",https://nuskay.in/,"NICC, Chhabra Niwas, Opp MB College, Udaipur Rajasthan IN 313001",
118,Spiritual Warrior,4,Can't take out time to take care of your health? Spiritual warriors are here to help you out and get your fitness essentials on a click. Stay connected with the roots of yoga and get into the realms of spirituality.,https://www.spiritualwarrior.in/,"Chanakyapuri, New Delhi, Delhi 110021",Also Available in: New Delhi
119,Auro Candles,4,"Auro Candles is home to fragrant candles and diffuser oils, celebrating the union between exceptional natural fragrances and beautifully crafted pieces. They Offers a blends between nature, values of purity and elegant design.",http://www.aurocandle.com,"Shop no 8, 2nd floor, Block S2, Shoe Market, Sanjay Place, Agra, India ",9917322212
120,Nua ,4,"Nua is a new age feminine care brand focused on creating superior quality women care products. Their sanitary pads are available in customisable packs with three different size of pads, designed to keep the skin healthy and rash free.",https://nuawoman.com,,
121,L'bert,3.7,L'bert was born out of the need to curate good quality men's grooming products in India. The scarcity of natural and organic products in the male category pushed the founder to go on a 15 months intensive research of the Indian market. L'bert was developed to suit the Indian weather conditions and various skin types.,http://www.lbert.in,080790 53789,
